X		C520		20180301	20180301	I5	USD		PV3 39083	18000110		31	V5272075				1454.1							5220100110																													
		C520		20180301	20180301	I5	USD		PV3 39083	18000110		40	82311172				1454.1				V0		5220100110	5220100110																											KANTO KASEI - HANARL		
X		C520		20180312	20180312	I5	USD		PV3 39082	18000145		31	V5272075				1400.1							5220100110																													
		C520		20180312	20180312	I5	USD		PV3 39082	18000145		40	82311172				1400.1				V0		5220100110	5220100110																											KATO - FLOIL		
X		C520		20180310	20180310	I5	USD		PV3 39079	18D000001227		31	V5272042				743							5220100110																													
		C520		20180310	20180310	I5	USD		PV3 39079	18D000001227		40	82311100				743				V0		5220100110	5220100110																											KUTAI - KEY BED,ETC		
X		C520		20180305	20180305	I5	USD		PV3 39085	500619		31	V5270030				2505.6							5220100110																													
		C520		20180305	20180305	I5	USD		PV3 39085	500619		40	82311172				2505.6				V0		5220100110	5220100110																											VOLEX - POWER SUPPLY		
X		C520		20180307	20180307	I5	USD		PV3 39086	501704		31	V5270030				215							5220100110																													
		C520		20180307	20180307	I5	USD		PV3 39086	501704		40	82311172				215				V0		5220100110	5220100110																											VOLEX - POWER SUPPLY		
X		C520		20180301	20180301	I5	IDR		PV3 38863	51031975		31	V5270066				120675905							5220100110																													
		C520		20180301	20180301	I5	IDR		PV3 38863	51031975		40	82311100				120675905				V0		5220100110	5220100110																											PROPACK - OUTER CARTON,ETC		
X		C520		20180305	20180305	I5	IDR		PV3 38867	51032037		31	V5270066				69986250							5220100110																													
		C520		20180305	20180305	I5	IDR		PV3 38867	51032037		40	82311100				69986250				V0		5220100110	5220100110																											PROPACK - OUTER CARTON,ETC		
X		C520		20180306	20180306	I5	IDR		PV3 38868	51032061		31	V5270066				47503500							5220100110																													
		C520		20180306	20180306	I5	IDR		PV3 38868	51032061		40	82311100				47503500				V0		5220100110	5220100110																											PROPACK - OUTER CARTON,ETC		
X		C520		20180307	20180307	I5	IDR		PV3 38864	51032072		31	V5270066				60741000							5220100110																													
		C520		20180307	20180307	I5	IDR		PV3 38864	51032072		40	82311100				60741000				V0		5220100110	5220100110																											PROPACK - OUTER CARTON,ETC		
X		C520		20180308	20180308	I5	IDR		PV3 38865	51032103		31	V5270066				84270130							5220100110																													
		C520		20180308	20180308	I5	IDR		PV3 38865	51032103		40	82311100				84270130				V0		5220100110	5220100110																											PROPACK - PAD,ETC		
X		C520		20180309	20180309	I5	IDR		PV3 38866	51032126		31	V5270066				24836000							5220100110																													
		C520		20180309	20180309	I5	IDR		PV3 38866	51032126		40	82311100				24836000				V0		5220100110	5220100110																											PROPACK - PAD,ETC		
X		C520		20180314	20180314	I5	IDR		PV3 38869	51032221		31	V5270066				36407118							5220100110																													
		C520		20180314	20180314	I5	IDR		PV3 38869	51032221		40	82311100				36407118				V0		5220100110	5220100110																											PROPACK - OUTER CARTON,ETC		
X		C520		20180315	20180315	I5	IDR		PV3 38870	51032227		31	V5270066				66506340							5220100110																													
