X		C520		20180604	20180604	I5	USD		PV3 41570	0005550/APP/0618		31	V5270006				5642.62							5220100110																													
		C520		20180604	20180604	I5	USD		PV3 41570	0005550/APP/0618		40	82311100				5642.62				V0		5220100110	5220100110																											YKK - ALUMUNIUM PROFILE		
X		C520		20180625	20180625	I5	USD		PV3 41571	0005745/APP/0618		31	V5270006				7376.87							5220100110																													
		C520		20180625	20180625	I5	USD		PV3 41571	0005745/APP/0618		40	82311100				7376.87				V0		5220100110	5220100110																											YKK - ALUMUNIUM PROFILE		
X		C520		20180625	20180625	I5	USD		PV3 41572	0005754/APP/0618		31	V5270006				782							5220100110																													
		C520		20180625	20180625	I5	USD		PV3 41572	0005754/APP/0618		40	82311100				782				V0		5220100110	5220100110																											YKK - ALUMUNIUM PROFILE		
X		C520		20180628	20180628	I5	USD		PV3 41567	0005825/APP/0618		31	V5270006				1687.14							5220100110																													
		C520		20180628	20180628	I5	USD		PV3 41567	0005825/APP/0618		40	82311100				1687.14				V0		5220100110	5220100110																											YKK - ALUMUNIUM PROFILE		
X		C520		20180604	20180604	I5	USD		PV3 41509	001/VI/KW/HW/2018		31	V5272092				10594.43							5220100110																													
		C520		20180604	20180604	I5	USD		PV3 41509	001/VI/KW/HW/2018		40	82311100				10594.43				V0		5220100110	5220100110																											EWINDO - HP CABLE,ETC		
X		C520		20180605	20180605	I5	USD		PV3 41562	002-18.21767070		31	V5272141				3526.5							5220100110																													
		C520		20180605	20180605	I5	USD		PV3 41562	002-18.21767070		40	82311100				3526.5				V0		5220100110	5220100110																											YOUNG METAL - PAN HEAD,ETC		
X		C520		20180608	20180608	I5	USD		PV3 41564	002-18.21767076		31	V5272141				166.8							5220100110																													
		C520		20180608	20180608	I5	USD		PV3 41564	002-18.21767076		40	82311100				166.8				V0		5220100110	5220100110																											YOUNG METAL - VOLUME NUT		
X		C520		20180628	20180628	I5	USD		PV3 41565	002-18.21767082		31	V5272141				546							5220100110																													
		C520		20180628	20180628	I5	USD		PV3 41565	002-18.21767082		40	82311100				546				V0		5220100110	5220100110																											YOUNG METAL - WASHER FLAT,ETC		
X		C520		20180611	20180611	I5	USD		PV3 41508	002/VI/KW/HW/2018		31	V5272092				5167.76							5220100110																													
		C520		20180611	20180611	I5	USD		PV3 41508	002/VI/KW/HW/2018		40	82311100				5167.76				V0		5220100110	5220100110																											EWINDO - BT CABLE,ETC		
X		C520		20180625	20180625	I5	IDR		PV3 41552	0088/LKN-KWI/INV/VI/2018		31	V5272192				6630000							5220100110																													
		C520		20180625	20180625	I5	IDR		PV3 41552	0088/LKN-KWI/INV/VI/2018		40	84220000				6630000				V0		5220100110	5220100110																											LAKON - PALLET,ETC		
X		C520		20180625	20180625	I5	IDR		PV3 41553	0089/LKN-KWI/INV/VI/2018		31	V5272192				5100000							5220100110																													
		C520		20180625	20180625	I5	IDR		PV3 41553	0089/LKN-KWI/INV/VI/2018		40	84220000				5100000				V0		5220100110	5220100110																											LAKON - PALLET,ETC		
X		C520		20180626	20180626	I5	IDR		PV3 41554	0090/LKN-KWI/INV/VI/2018		31	V5272192				14820000							5220100110																													
		C520		20180626	20180626	I5	IDR		PV3 41554	0090/LKN-KWI/INV/VI/2018		40	84220000				14820000				V0		5220100110	5220100110																											LAKON - PALLET,ETC		
X		C520		20180625	20180625	I5	USD		pv3 41470	01334		31	V5272093				178.81							5220100110																													
		C520		20180625	20180625	I5	USD		pv3 41470	01334		40	82311100				178.81				V0		5220100110	5220100110																											DENKO - HINGE		
X		C520		20180628	20180628	I5	USD		PV3 41471	01344		31	V5272093				12863							5220100110																													
		C520		20180628	20180628	I5	USD		PV3 41471	01344		40	82311100				12863				V0		5220100110	5220100110																											DENKO - TYPE PEDAL ASSY		
X		C520		20180628	20180628	I5	USD		PV3 41472	01345		31	V5272093				1616.88							5220100110																													
		C520		20180628	20180628	I5	USD		PV3 41472	01345		40	82311100				1616.88				V0		5220100110	5220100110																											DENKO - JACK PANEL,ETC		
X		C520		20180625	20180625	I5	IDR		PV3 41555	017/SP/VI/2018		31	V5272055				1600000							5220100110																													
		C520		20180625	20180625	I5	IDR		PV3 41555	017/SP/VI/2018		40	84220000				1600000				VO		5220100110	5220100110																											SYAHRIR - PALLET		
X		C520		20180605	20180605	I5	IDR		PV3 41148	0587/GP/VI/2018		31	V5271042				8190000							5220100110																													
		C520		20180605	20180605	I5	IDR		PV3 41148	0587/GP/VI/2018		40	84220000				8190000				V0		5220100110	5220100110																											GANGBARO - SKID		
X		C520		20180606	20180606	I5	IDR		PV3 41560	0590/GP/VI/2018		31	V5271042				737500							5220100110																													
		C520		20180606	20180606	I5	IDR		PV3 41560	0590/GP/VI/2018		40	84220000				737500				V0		5220100110	5220100110																											GANGBARO - PALLET		
X		C520		20180607	20180607	I5	IDR		PV3 41523	0594/GP/VI/2018		31	V5271042				1940000							5220100110																													
		C520		20180607	20180607	I5	IDR		PV3 41523	0594/GP/VI/2018		40	84220000				1940000				V0		5220100110	5220100110																											GANGBARO - PACKING		
X		C520		20180606	20180606	I5	IDR		PV3 41524	0600/GP/VI/2018		31	V5271042				1150000							5220100110																													
