X		C520		20171208	20171208	I5	USD		PV3 37209	02553		31	V5272093				13136							5220100110																													
		C520		20171208	20171208	I5	USD		PV3 37209	02553		40	82311100				13136				V0		5220100110	5220100110																											DENKO - TYPE PEDAL ASSY		
X		C520		20171212	20171212	I5	USD		PV3 37210	02578		31	V5272093				7595							5220100110																													
		C520		20171212	20171212	I5	USD		PV3 37210	02578		40	82311100				7595				V0		5220100110	5220100110																											DENKO - TYPE PEDAL ASSY		
X		C520		20171216	20171216	I5	USD		PV3 37213	02618		31	V5272093				12708.86							5220100110																													
		C520		20171216	20171216	I5	USD		PV3 37213	02618		40	82311100				12708.86				V0		5220100110	5220100110																											DENKO - TYPE PEDAL ASSY,ETC		
X		C520		20171219	20171219	I5	USD		PV3 37215	02631		31	V5272093				10421.06							5220100110																													
		C520		20171219	20171219	I5	USD		PV3 37215	02631		40	82311100				10421.06				V0		5220100110	5220100110																											DENKO - BASE PLATE,ETC		
X		C520		20171220	20171220	I5	USD		PV3 37218	02642		31	V5272093				5861.84							5220100110																													
		C520		20171220	20171220	I5	USD		PV3 37218	02642		40	82311100				5861.84				V0		5220100110	5220100110																											DENKO - TYPE PEDAL ASSY,ETC		
X		C520		20171221	20171221	I5	USD		PV3 37220	02655		31	V5272093				2604							5220100110																													
		C520		20171221	20171221	I5	USD		PV3 37220	02655		40	82311100				2604				V0		5220100110	5220100110																											DENKO - TYPE PEDAL ASSY		
X		C520		20171203	20171203	I5	USD		PV3 36950	172620&172552		31	V5270018				19166.74							5220100110																													
		C520		20171203	20171203	I5	USD		PV3 36950	172620&172552		40	82311100				19166.74				V0		5220100110	5220100110																											NITTO ALAM		
