X		C520		20171013	20171013	I5	USD		PV3 35184	0001/1~13/X/KAWAI/2017		31	41210000S0168				21209.61				V0			522010011																											PT. PATCO ELEKTRONIK TEKNOLOGI		
		C520		20171013	20171013	I5	USD		PV3 35184	0001/1~13/X/KAWAI/2017		40	82311100				21209.61				V0		522010011	522010011																											PATCO - WHITE KEY,ETC		
X		C520		20171002	20171002	I5	USD		PV3 35044	001/ARTEK-PKG/INV/X/17		31	41410000S0185				4105750				V0			522010011																											CV. Ariestama Teknik Mandiri		
		C520		20171002	20171002	I5	USD		PV3 35044	001/ARTEK-PKG/INV/X/17		40	82311100				4105750				V0		522010011	522010011																											ARIESTAMA - SLEEVE,PAD		
X		C520		20171003	20171003	I5	USD		PV3 35045	003/ARTEK-PKG/INV/X/17		31	41410000S0185				6329160				V0			522010011																											CV. Ariestama Teknik Mandiri		
		C520		20171003	20171003	I5	USD		PV3 35045	003/ARTEK-PKG/INV/X/17		40	82311100				6329160				V0		522010011	522010011																											ARIESTAMA - SLEEVE,PAD,ETC		
X		C520		20171004	20171004	I5	USD		PV3 35046	004/ARTEK-PKG/INV/X/17		31	41410000S0185				6553530				V0			522010011																											CV. Ariestama Teknik Mandiri		
		C520		20171004	20171004	I5	USD		PV3 35046	004/ARTEK-PKG/INV/X/17		40	82311100				6553530				V0		522010011	522010011																											ARIESTAMA - SLEEVE,PAD,ETC		
X		C520		20171005	20171005	I5	USD		PV3 35047	009/ARTEK-PKG/INV/X/17		31	41410000S0185				6165230				V0			522010011																											CV. Ariestama Teknik Mandiri		
		C520		20171005	20171005	I5	USD		PV3 35047	009/ARTEK-PKG/INV/X/17		40	82311100				6165230				V0		522010011	522010011																											ARIESTAMA - SLEEVE,PAD,ETC		
X		C520		20171006	20171006	I5	USD		PV3 35048	010/ARTEK-PKG/INV/X/17		31	41410000S0185				7840440				V0			522010011																											CV. Ariestama Teknik Mandiri		
		C520		20171006	20171006	I5	USD		PV3 35048	010/ARTEK-PKG/INV/X/17		40	82311100				7840440				V0		522010011	522010011																											ARIESTAMA - SLEEVE,PAD,ETC		
X		C520		20171009	20171009	I5	USD		PV3 35121	012/ARTEK-PKG/INV/X/17		31	41410000S0185				6315910				V0			522010011																											CV. Ariestama Teknik Mandiri		
		C520		20171009	20171009	I5	USD		PV3 35121	012/ARTEK-PKG/INV/X/17		40	82311100				6315910				V0		522010011	522010011																											ARIESTAMA - SLEEVE,PAD,ETC		
X		C520		20171002	20171002	I5	USD		PV3 35065	019/X/HW/2017		31	41210000S0163				2195.44				V0			522010011																											PT. Ewindo		
		C520		20171002	20171002	I5	USD		PV3 35065	019/X/HW/2017		40	82311100				2195.44				V0		522010011	522010011																											EWINDO - SPEAKER CABLE,ETC		
X		C520		20171004	20171004	I5	USD		PV3 35098	020-17.19199724		31	41210000S0177				263.85				V0			522010011																											C.V. Young Metal Indonesia		
		C520		20171004	20171004	I5	USD		PV3 35098	020-17.19199724		40	82311100				263.85				V0		522010011	522010011																											YOUNG METAL - TRUSS HEAD,ETC		
X		C520		20171010	20171010	I5	USD		PV3 35183	020-17.19199731		31	41210000S0177				368.3				V0			522010011																											C.V. Young Metal Indonesia		
		C520		20171010	20171010	I5	USD		PV3 35183	020-17.19199731		40	82311100				368.3				V0		522010011	522010011																											YOUNG METAL - PLAIN WASHER,ETC		
X		C520		20171003	20171003	I5	USD		PV3 35106	02068		31	41210000S0165				12470.68				V0			522010011																											PT. DENKO WAHANA INDUSTRY		
		C520		20171003	20171003	I5	USD		PV3 35106	02068		40	82311100				12470.68				V0		522010011	522010011																											DENKO - WEIGHT,ETC		
X		C520		20171004	20171004	I5	USD		pv3 35108	02081		31	41210000S0165				1670.07				V0			522010011																											PT. DENKO WAHANA INDUSTRY		
		C520		20171004	20171004	I5	USD		pv3 35108	02081		40	82311100				1670.07				V0		522010011	522010011																											DENKO - BASE PLATE,ETC		
X		C520		20171005	20171005	I5	USD		PV3 35107	02086		31	41210000S0165				3290.9				V0			522010011																											PT. DENKO WAHANA INDUSTRY		
		C520		20171005	20171005	I5	USD		PV3 35107	02086		40	82311100				3290.9				V0		522010011	522010011																											DENKO - LEG FITTING,ETC		
X		C520		20171006	20171006	I5	USD		PV3 35109	02094		31	41210000S0165				1880.6				V0			522010011																											PT. DENKO WAHANA INDUSTRY		
		C520		20171006	20171006	I5	USD		PV3 35109	02094		40	82311100				1880.6				V0		522010011	522010011																											DENKO - BACK PANEL ASSY,ETC		
X		C520		20171004	20171004	I5	USD		PV3 35170	028/SP/X/2017		31	41210000S0153				7580250				V0			522010011																											PT. SYAHRIR PUTRA		
		C520		20171004	20171004	I5	USD		PV3 35170	028/SP/X/2017		40	82311100				7580250				V0		522010011	522010011																											SYAHRIR PUTRA - PALLET		
X		C520		20171006	20171006	I5	USD		PV3 35171	029/SP/X/2017		31	41210000S0153				5600000				V0			522010011																											PT. SYAHRIR PUTRA		
		C520		20171006	20171006	I5	USD		PV3 35171	029/SP/X/2017		40	82311100				5600000				V0		522010011	522010011																											SYAHRIR PUTRA - PALLET		
X		C520		20171003	20171003	I5	USD		PV3 35088	03-101		31	41210000S0017				6265400				V0			522010011																											DJAMAS MANDIRI		
		C520		20171003	20171003	I5	USD		PV3 35088	03-101		40	82311100				6265400				V0		522010011	522010011																													
X		C520		20171003	20171003	I5	USD		PV3 35089	03-102		31	41210000S0017				912500				V0			522010011																											DJAMAS MANDIRI		
		C520		20171003	20171003	I5	USD		PV3 35089	03-102		40	82311100				912500				V0		522010011	522010011																													
X		C520		20171006	20171006	I5	USD		PV3 35135	036487		31	41210000S0004				13750.2				V0			522010011																											ARMSTRONG INDUSTRI INDONESIA		
		C520		20171006	20171006	I5	USD		PV3 35135	036487		40	82311100				13750.2				V0		522010011	522010011																											ARMSTRONG - CLOTH,SLIP TAPE,ETC		
X		C520		20171002	20171002	I5	USD		PV3 35117	0365/X/17/JPI/INV		31	41210000S0166				30920000				V0			522010011																											PT Jetaa Plastik Indonesia		
		C520		20171002	20171002	I5	USD		PV3 35117	0365/X/17/JPI/INV		40	82311100				30920000				V0		522010011	522010011																											JETAA - PLASTIK SHEET,ETC		
X		C520		20171002	20171002	I5	USD		PV3 35118	0366/X/17/JPI/INV		31	41210000S0166				330000				V0			522010011																											PT Jetaa Plastik Indonesia		
		C520		20171002	20171002	I5	USD		PV3 35118	0366/X/17/JPI/INV		40	82311100				330000				V0		522010011	522010011																											JETAA - PLASTIK BAG,ETC		
X		C520		20171002	20171002	I5	USD		PV3 35120	0367/X/17/JPI/INV		31	41210000S0166				330000				V0			522010011																											PT Jetaa Plastik Indonesia		
		C520		20171002	20171002	I5	USD		PV3 35120	0367/X/17/JPI/INV		40	82311100				330000				V0		522010011	522010011																											JETAA - PLASTIK BAG,ETC		
X		C520		20171002	20171002	I5	USD		PV3 35119	0368/X/17/JPI/INV		31	41210000S0166				882000				V0			522010011																											PT Jetaa Plastik Indonesia		
		C520		20171002	20171002	I5	USD		PV3 35119	0368/X/17/JPI/INV		40	82311100				882000				V0		522010011	522010011																											JETAA - PLASTIK BAG,ETC		
X		C520		20171003	20171003	I5	USD		PV3 35043	0374/KWT/AKL/X/2017		31	41210000S0003				71976500				V0			522010011																											ADELAKHSMI KARYA LESTARI		
		C520		20171003	20171003	I5	USD		PV3 35043	0374/KWT/AKL/X/2017		40	82311100				71976500				V0		522010011	522010011																											ADELAKHSMI - UNDER PAD,ETC		
X		C520		20171005	20171005	I5	USD		PV3 35110	0378/KWT/AKL/X/2017		31	41210000S0003				26970000				V0			522010011																											ADELAKHSMI KARYA LESTARI		
		C520		20171005	20171005	I5	USD		PV3 35110	0378/KWT/AKL/X/2017		40	82311100				26970000				V0		522010011	522010011																											ADELAKHSMI - OUTER CARTON,ETC		
X		C520		20171002	20171002	I5	USD		PV3 35172	067854		31	41210000S0018				9000000				V0			522010011																											EKASURYA INOUT INDONESIA		
		C520		20171002	20171002	I5	USD		PV3 35172	067854		40	82311100				9000000				V0		522010011	522010011																											EKASURYA - TESA		
X		C520		20171007	20171007	I5	USD		PV3 35099	07/INV/OKT/017		31	41210000S0097				4590000				V0			522010011																											STELLA FASHION		
		C520		20171007	20171007	I5	USD		PV3 35099	07/INV/OKT/017		40	82311100				4590000				V0		522010011	522010011																											STELLA FASHION - DUST COVER		
X		C520		20171002	20171002	I5	USD		PV3 35024	071-KI/X/17		31	41210000S0174				10369.4				V0			522010011																											PT. AST INDONESIA		
		C520		20171002	20171002	I5	USD		PV3 35024	071-KI/X/17		40	82311100				10369.4				V0		522010011	522010011																											AST - END PANEL,ARM,ETC		
X		C520		20171002	20171002	I5	USD		PV3 35025	072-KI/X/17		31	41210000S0174				4681.75				V0			522010011																											PT. AST INDONESIA		
		C520		20171002	20171002	I5	USD		PV3 35025	072-KI/X/17		40	82311100				4681.75				V0		522010011	522010011																											AST - WOOD BLOCK,ETC		
X		C520		20171004	20171004	I5	USD		PV3 35026	073-KI/X/17		31	41210000S0174				7137.9				V0			522010011																											PT. AST INDONESIA		
		C520		20171004	20171004	I5	USD		PV3 35026	073-KI/X/17		40	82311100				7137.9				V0		522010011	522010011																											AST - WOOD BLOCK,KEY BED,ETC		
X		C520		20171009	20171009	I5	USD		PV3 35027	074-KI/X/17		31	41210000S0174				13462.8				V0			522010011																											PT. AST INDONESIA		
		C520		20171009	20171009	I5	USD		PV3 35027	074-KI/X/17		40	82311100				13462.8				V0		522010011	522010011																											AST - ARM,KEY STOP RAIL,ETC		
X		C520		20171009	20171009	I5	USD		PV3 35028	075-KI/X/17		31	41210000S0174				916				V0			522010011																											PT. AST INDONESIA		
		C520		20171009	20171009	I5	USD		PV3 35028	075-KI/X/17		40	82311100				916				V0		522010011	522010011																											AST - ARM,CHEEK BLOCK,ETC		
X		C520		20171009	20171009	I5	USD		PV3 35029	076-KI/X/17		31	41210000S0174				1296				V0			522010011																											PT. AST INDONESIA		
		C520		20171009	20171009	I5	USD		PV3 35029	076-KI/X/17		40	82311100				1296				V0		522010011	522010011																											AST - ARM,CHEEK BLOCK,ETC		
X		C520		20171009	20171009	I5	USD		PV3 35030	077-KI/X/17		31	41210000S0174				6468				V0			522010011																											PT. AST INDONESIA		
		C520		20171009	20171009	I5	USD		PV3 35030	077-KI/X/17		40	82311100				6468				V0		522010011	522010011																											AST - WOOD BLOCK,ETC		
X		C520		20171011	20171011	I5	USD		PV3 35031	078-KI/X/17		31	41210000S0174				6184.5				V0			522010011																											PT. AST INDONESIA		
		C520		20171011	20171011	I5	USD		PV3 35031	078-KI/X/17		40	82311100				6184.5				V0		522010011	522010011																											AST - WOOD BLOCK,ETC		
X		C520		20171003	20171003	I5	USD		PV3 35053	0922/GP/X/2017		31	41210000S0012				16829300				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171003	20171003	I5	USD		PV3 35053	0922/GP/X/2017		40	82311100				16829300				V0		522010011	522010011																											GANGBARO - PALLET		
X		C520		20171009	20171009	I5	USD		PV3 35054	0945/GP/X/2017		31	41210000S0012				7616000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171009	20171009	I5	USD		PV3 35054	0945/GP/X/2017		40	82311100				7616000				V0		522010011	522010011																											GANGBARO - PALLET		
X		C520		20171009	20171009	I5	USD		PV3 35055	0946/GP/X/2017		31	41210000S0012				9185000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171009	20171009	I5	USD		PV3 35055	0946/GP/X/2017		40	82311100				9185000				V0		522010011	522010011																											GANGBARO - SKID		
X		C520		20171011	20171011	I5	USD		PV3 35056	0956/GP/X/2017		31	41210000S0012				735000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171011	20171011	I5	USD		PV3 35056	0956/GP/X/2017		40	82311100				735000				V0		522010011	522010011																											GANGBARO - PALLET		
X		C520		20171012	20171012	I5	USD		PV3 35057	0962/GP/X/2017		31	41210000S0012				3375000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171012	20171012	I5	USD		PV3 35057	0962/GP/X/2017		40	82311100				3375000				V0		522010011	522010011																											GANGBARO - SKID		
X		C520		20171012	20171012	I5	USD		PV3 35058	0963/GP/X/2017		31	41210000S0012				6662500				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171012	20171012	I5	USD		PV3 35058	0963/GP/X/2017		40	82311100				6662500				V0		522010011	522010011																											GANGBARO - SKID		
X		C520		20171013	20171013	I5	USD		PV3 35059	0967/GP/X/2017		31	41210000S0012				2025000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171013	20171013	I5	USD		PV3 35059	0967/GP/X/2017		40	82311100				2025000				V0		522010011	522010011																											GANGBARO - SKID		
X		C520		20171011	20171011	I5	USD		PV3 35060	0971/GP/X/2017		31	41210000S0012				2772000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171011	20171011	I5	USD		PV3 35060	0971/GP/X/2017		40	82311100				2772000				V0		522010011	522010011																											GANGBARO - PALLET		
X		C520		20171016	20171016	I5	USD		PV3 35136	0972/GP/X/2017		31	41210000S0012				28861000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171016	20171016	I5	USD		PV3 35136	0972/GP/X/2017		40	82311100				28861000				V0		522010011	522010011																											GANGBARO - SKID,ETC		
X		C520		20171016	20171016	I5	USD		PV3 35137	0973/GP/X/2017		31	41210000S0012				459000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171016	20171016	I5	USD		PV3 35137	0973/GP/X/2017		40	82311100				459000				V0		522010011	522010011																											GANGBARO - PALLET		
X		C520		20171017	20171017	I5	USD		PV3 35138	0980/GP/X/2017		31	41210000S0012				5062500				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171017	20171017	I5	USD		PV3 35138	0980/GP/X/2017		40	82311100				5062500				V0		522010011	522010011																											GANGBARO - SKID		
X		C520		20171017	20171017	I5	USD		PV3 35139	0981/GP/X/2017		31	41210000S0012				3100000				V0			522010011																											PT.GANGBARO PUTRA		
		C520		20171017	20171017	I5	USD		PV3 35139	0981/GP/X/2017		40	82311100				3100000				V0		522010011	522010011																											GANGBARO - PALLET		
X		C520		20171018	20171018	I5	USD		PV3 35140	0984/GP/X/2017		31	41210000S0012				16550000				V0			522010011																											PT.GANGBARO PUTRA		
