10CH00,323/VII/17,20170703,E164657,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164658,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164659,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164660,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164661,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164662,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164663,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164664,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164665,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164666,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164667,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164668,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164669,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164670,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164671,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164672,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164673,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164674,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164675,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164676,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164677,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164678,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164679,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164680,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164681,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164682,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164683,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164684,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164685,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164686,D68681,BP0A,2,2,,1,393.16,USD
10CH00,323/VII/17,20170703,E164687,D68681,BP0A,2,2,,1,393.16,USD
