14-239186,390/VIII/17,20170905,,D68681,BP0A,2,2,1,135,6898.50,USD
14-818674,390/VIII/17,20170905,,D68681,BP0A,2,2,1,15600,780.00,USD
14-818675,390/VIII/17,20170905,,D68681,BP0A,2,2,1,10800,540.00,USD
14-818676,390/VIII/17,20170905,,D68681,BP0A,2,2,1,26400,792.00,USD
14-818737,390/VIII/17,20170905,,D68681,BP0A,2,2,1,90,12.60,USD
14-818738,390/VIII/17,20170905,,D68681,BP0A,2,2,1,90,12.60,USD
14-818785,390/VIII/17,20170905,,D68681,BP0A,2,2,1,120,34.80,USD
14-818787,390/VIII/17,20170905,,D68681,BP0A,2,2,1,80,25.60,USD
14-818788,390/VIII/17,20170905,,D68681,BP0A,2,2,1,120,38.40,USD
14-955274,390/VIII/17,20170905,,D68681,BP0A,2,2,1,60,7.80,USD
14-955277,390/VIII/17,20170905,,D68681,BP0A,2,2,1,60,7.80,USD
14-955593,390/VIII/17,20170905,,D68681,BP0A,2,2,1,120,135.60,USD
14-955595,390/VIII/17,20170905,,D68681,BP0A,2,2,1,80,127.20,USD
14-955596,390/VIII/17,20170905,,D68681,BP0A,2,2,1,120,190.80,USD
14-955598,390/VIII/17,20170905,,D68681,BP0A,2,2,1,60,75.00,USD
14-955600,390/VIII/17,20170905,,D68681,BP0A,2,2,1,110,136.40,USD
14-955601,390/VIII/17,20170905,,D68681,BP0A,2,2,1,60,68.40,USD
14-955603,390/VIII/17,20170905,,D68681,BP0A,2,2,1,110,129.80,USD
10JC00,391A/VIII/1,20170905,E166200,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166201,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166202,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166203,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166204,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166205,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166194,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166195,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166196,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166197,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166198,D68681,BP0A,2,2,,1,1115.18,USD
10JC00,391A/VIII/1,20170905,E166199,D68681,BP0A,2,2,,1,1115.18,USD
